site_id	variable	value
conness_pond	tW	1.502509
conness_pond	tW	0.54487
conness_pond	tW	1.554988
conness_pond	tW	0.910625
conness_pond	tW	0.895588
conness_pond	tW	0.937955
conness_pond	tW	0.43007
conness_pond	tW	0.786754
conness_pond	tW	1.99904
conness_pond	tW	0.977294
conness_pond	tW	0.80439
conness_pond	tW	1.230762
conness_pond	tW	1.860644
conness_pond	tW	2.9783
conness_pond	tW	2.375094
conness_pond	tW	0.627015
conness_pond	tW	2.169016
conness_pond	tW	1.175995
conness_pond	tW	1.321944
conness_pond	tW	0.619099
conness_pond	tW	0.093904
conness_pond	tW	1.689925
conness_pond	tW	2.441101
conness_pond	tW	0.511275
conness_pond	tW	3.384855
conness_pond	tW	1.188234
conness_pond	tW	1.303599
conness_pond	tW	0.535577
conness_pond	tW	2.013821
conness_pond	tW	0.813137
conness_pond	tW	1.023787
conness_pond	tW	1.889933
conness_pond	tW	1.108358
conness_pond	tW	2.594936
conness_pond	tW	1.707264
conness_pond	tW	0.735945
conness_pond	tW	0.744335
conness_pond	tW	0.803496
conness_pond	tW	1.339275
conness_pond	tW	1.482709
conness_pond	tW	0.83025
conness_pond	tW	1.741005
conness_pond	tW	1.532987
conness_pond	tW	1.49943
conness_pond	tW	3.1622
conness_pond	tW	0.87603
conness_pond	tW	2.165533
conness_pond	tW	2.14003
conness_pond	tW	2.140271
conness_pond	tW	2.501738
conness_pond	tW	2.240841
conness_pond	tW	1.283378
conness_pond	tW	1.60836
conness_pond	tW	1.9459090000000001
conness_pond	tW	0.532912
conness_pond	tW	1.055221
conness_pond	tW	2.833001
conness_pond	tW	2.14591
conness_pond	tW	1.520936
conness_pond	tW	1.144968
conness_pond	tW	2.67764
conness_pond	tW	0.533868
conness_pond	tW	1.618393
conness_pond	tW	0.993876
conness_pond	tW	1.558244
conness_pond	tW	1.334691
conness_pond	tW	1.587131
conness_pond	tW	1.094463
conness_pond	tW	2.232553
conness_pond	tW	0.492315
conness_pond	tW	0.973799
conness_pond	tW	0.99425
conness_pond	tW	0.592703
conness_pond	tW	0.883389
conness_pond	tW	0.383181
conness_pond	tW	1.003189
conness_pond	tW	0.58026
conness_pond	tW	2.072671
conness_pond	tW	1.06861
conness_pond	tW	0.396486
conness_pond	tW	1.281573
conness_pond	tW	1.06572
conness_pond	tW	0.267863
conness_pond	tW	1.036369
conness_pond	tW	1.095208
conness_pond	tW	1.254139
conness_pond	tW	0.784336
conness_pond	tW	0.775271
devils_crag_basin	tW	1.565799
devils_crag_basin	tW	1.538271
devils_crag_basin	tW	1.272177
devils_crag_basin	tW	0.001022
devils_crag_basin	tW	0.52066
devils_crag_basin	tW	1.98647
devils_crag_basin	tW	2.130299
devils_crag_basin	tW	0.772088
devils_crag_basin	tW	1.505048
devils_crag_basin	tW	0.692632
devils_crag_basin	tW	1.661802
devils_crag_basin	tW	1.803823
devils_crag_basin	tW	1.009232
devils_crag_basin	tW	1.770867
devils_crag_basin	tW	1.446313
devils_crag_basin	tW	3.130041
devils_crag_basin	tW	1.676559
devils_crag_basin	tW	1.928481
devils_crag_basin	tW	1.6335
devils_crag_basin	tW	1.225999
devils_crag_basin	tW	1.206607
devils_crag_basin	tW	0.486389
devils_crag_basin	tW	1.910874
devils_crag_basin	tW	1.338173
devils_crag_basin	tW	1.804618
devils_crag_basin	tW	1.469626
devils_crag_basin	tW	0.74477
devils_crag_basin	tW	0.464831
devils_crag_basin	tW	3.041333
devils_crag_basin	tW	1.997015
devils_crag_basin	tW	1.452484
devils_crag_basin	tW	0.243047
devils_crag_basin	tW	1.094522
devils_crag_basin	tW	1.06318
devils_crag_basin	tW	0.214084
devils_crag_basin	tW	1.775766
devils_crag_basin	tW	0.806307
devils_crag_basin	tW	0.012847
devils_crag_basin	tW	0.954505
devils_crag_basin	tW	0.655591
devils_crag_basin	tW	1.140709
devils_crag_basin	tW	1.052639
devils_crag_basin	tW	0.982142
devils_crag_basin	tW	0.842263
devils_crag_basin	tW	0.73961
devils_crag_basin	tW	0.675833
devils_crag_basin	tW	0.003947
devils_crag_basin	tW	2.3652860000000002
devils_crag_basin	tW	0.234155
devils_crag_basin	tW	1.658787
devils_crag_basin	tW	0.534295
devils_crag_basin	tW	0.464229
devils_crag_basin	tW	0.994322
devils_crag_basin	tW	4.59e-4
devils_crag_basin	tW	1.094213
devils_crag_basin	tW	0.204886
devils_crag_basin	tW	1.590785
devils_crag_basin	tW	0.366615
devils_crag_basin	tW	1.262731
devils_crag_basin	tW	0.464673
devils_crag_basin	tW	1.941732
devils_crag_basin	tW	1.440025
devils_crag_basin	tW	1.406752
devils_crag_basin	tW	0.82228
devils_crag_basin	tW	1.406052
devils_crag_basin	tW	1.431138
devils_crag_basin	tW	0.853911
devils_crag_basin	tW	1.010151
devils_crag_basin	tW	0.479738
devils_crag_basin	tW	0.602409
devils_crag_basin	tW	0.975867
devils_crag_basin	tW	0.806544
devils_crag_basin	tW	0.648098
devils_crag_basin	tW	1.531562
devils_crag_basin	tW	1.99203
devils_crag_basin	tW	0.713221
devils_crag_basin	tW	0.589448
devils_crag_basin	tW	3.279451
devils_crag_basin	tW	0.516191
devils_crag_basin	tW	1.28331
devils_crag_basin	tW	0.759182
devils_crag_basin	tW	3.064058
devils_crag_basin	tW	1.150202
devils_crag_basin	tW	0.445751
devils_crag_basin	tW	1.708979
devils_crag_basin	tW	2.437266
devils_crag_basin	tW	0.939283
devils_crag_basin	tW	1.899257
devils_crag_basin	tW	1.178531
devils_crag_basin	tW	1.001945
devils_crag_basin	tW	0.998174
devils_crag_basin	tW	1.00874
devils_crag_basin	tW	0.610514
devils_crag_basin	tW	1.580527
devils_crag_basin	tW	0.761796
devils_crag_basin	tW	1.941597
devils_crag_basin	tW	0.444633
devils_crag_basin	tW	0.935756
devils_crag_basin	tW	0.822735
devils_crag_basin	tW	1.011555
devils_crag_basin	tW	0.77173
devils_crag_basin	tW	0.735732
devils_crag_basin	tW	1.438075
devils_crag_basin	tW	1.123488
devils_crag_basin	tW	2.808747
devils_crag_basin	tW	2.02876
devils_crag_basin	tW	0.990414
devils_crag_basin	tW	1.557241
devils_crag_basin	tW	1.993772
devils_crag_basin	tW	1.254386
devils_crag_basin	tW	0.368376
devils_crag_basin	tW	0.490332
devils_crag_basin	tW	1.286411
devils_crag_basin	tW	1.496214
devils_crag_basin	tW	1.113783
devils_crag_basin	tW	0.912768
devils_crag_basin	tW	0.841697
devils_crag_basin	tW	1.134712
devils_crag_basin	tW	0.232506
devils_crag_basin	tW	1.691288
devils_crag_basin	tW	0.4661
devils_crag_basin	tW	0.268002
devils_crag_basin	tW	0.561923
devils_crag_basin	tW	1.66525
devils_crag_basin	tW	1.273698
devils_crag_basin	tW	0.988192
devils_crag_basin	tW	1.952951
devils_crag_basin	tW	1.010943
devils_crag_basin	tW	0.797351
devils_crag_basin	tW	0.670741
devils_crag_basin	tW	0.554849
devils_crag_basin	tW	0.533174
devils_crag_basin	tW	1.231994
devils_crag_basin	tW	1.745987
devils_crag_basin	tW	1.454992
devils_crag_basin	tW	1.825639
devils_crag_basin	tW	1.131376
devils_crag_basin	tW	1.825306
devils_crag_basin	tW	1.766386
devils_crag_basin	tW	1.052523
devils_crag_basin	tW	1.183462
devils_crag_basin	tW	1.010248
devils_crag_basin	tW	0.64662
devils_crag_basin	tW	1.918852
devils_crag_basin	tW	1.327025
devils_crag_basin	tW	1.716689
devils_crag_basin	tW	1.464571
devils_crag_basin	tW	0.746182
devils_crag_basin	tW	1.035616
devils_crag_basin	tW	0.87041
devils_crag_basin	tW	1.674242
devils_crag_basin	tW	2.093108
devils_crag_basin	tW	2.134165
devils_crag_basin	tW	1.009412
devils_crag_basin	tW	0.446112
devils_crag_basin	tW	0.371081
devils_crag_basin	tW	1.080892
devils_crag_basin	tW	1.011147
devils_crag_basin	tW	1.180362
devils_crag_basin	tW	0.8694
devils_crag_basin	tW	1.878973
devils_crag_basin	tW	1.661325
devils_crag_basin	tW	2.144387
devils_crag_basin	tW	1.342007
devils_crag_basin	tW	0.758487
devils_crag_basin	tW	1.142015
devils_crag_basin	tW	1.366109
devils_crag_basin	tW	1.146324
devils_crag_basin	tW	0.775402
devils_crag_basin	tW	0.269549
devils_crag_basin	tW	0.333819
devils_crag_basin	tW	1.171623
devils_crag_basin	tW	1.025918
devils_crag_basin	tW	2.198889
devils_crag_basin	tW	0.258786
devils_crag_basin	tW	0.973347
devils_crag_basin	tW	0.234847
devils_crag_basin	tW	1.400028
devils_crag_basin	tW	0.694578
devils_crag_basin	tW	0.72892
devils_crag_basin	tW	1.632462
devils_crag_basin	tW	0.351589
devils_crag_basin	tW	0.289726
devils_crag_basin	tW	0.519675
el_cope	tW	0.341747
el_cope	tW	1.262767
el_cope	tW	1.544932
